c0_keep_ratio,c0_kept,c0_mean_prob,c0_points,c1_keep_ratio,c1_kept,c1_mean_prob,c1_points,c2_keep_ratio,c2_kept,c2_mean_prob,c2_points,c3_keep_ratio,c3_kept,c3_mean_prob,c3_points,class_source,out_stem,poly_c0,poly_c1,poly_c2,poly_c3,seg_objects,split,src_stem,status
0.0445360824742268,108,0.04368872940540314,2425,0.3401200730879666,2606,0.33035808801651,7662,0.07406947890818859,597,0.0758172944188118,8060,0.4226096143687269,3200,0.42400726675987244,7572,detect_bbox_fallback_after:none,aug_000043,1,1,1,1,4,train,aug_000043,ok
0.03640776699029126,90,0.03974153473973274,2472,0.24822064056939502,1953,0.24975398182868958,7868,0.25423081817025067,1998,0.2581145167350769,7859,0.24598653547384774,1900,0.25276851654052734,7724,detect_bbox_fallback_after:none,aug_000044,1,1,1,1,4,train,aug_000044,ok
0.02943615257048093,71,0.029905136674642563,2412,0.1728835136855506,1358,0.1758785843849182,7855,0.1867884398848993,1493,0.18656940758228302,7993,0.16029656142144957,1254,0.16551634669303894,7823,detect_bbox_fallback_after:none,aug_000045,1,1,1,1,4,train,aug_000045,ok
0.03468208092485549,84,0.03746335580945015,2422,0.13272370999346833,1016,0.13632448017597198,7655,0.23478370221327968,1867,0.2331523597240448,7952,0.33780846439074286,2642,0.3393092155456543,7821,detect_bbox_fallback_after:none,aug_000046,1,1,1,1,4,train,aug_000046,ok
0.05291005291005291,130,0.0565246157348156,2457,0.34213901000256475,2668,0.3392663598060608,7798,0.2763971237542576,2191,0.2768923044204712,7927,0.3892706131078224,2946,0.3950065076351166,7568,detect_bbox_fallback_after:none,aug_000047,1,1,1,1,4,train,aug_000047,ok
0.055349029326724496,134,0.051830489188432693,2421,0.17138465479697707,1338,0.17699961364269257,7807,0.4810222672064777,3802,0.4847390353679657,7904,0.21820273552345648,1707,0.21370670199394226,7823,detect_bbox_fallback_after:none,aug_000048,1,1,1,1,4,train,aug_000048,ok
0.10430609925495643,826,0.10125651210546494,7919,0.15332552388389953,1178,0.15596744418144226,7683,0.24394390140246494,574,0.23830631375312805,2353,0.1970973176104704,1521,0.19534005224704742,7717,detect_bbox_fallback_after:none,aug_000049,1,1,1,1,4,train,aug_000049,ok
0.05959183673469388,146,0.0606132410466671,2450,0.36055725971370145,2821,0.3605138957500458,7824,0.25196163905841323,2023,0.24845650792121887,8029,0.24663321890678638,1868,0.24660705029964447,7574,detect_bbox_fallback_after:none,aug_000051,1,1,1,1,4,train,aug_000051,ok
0.024463519313304722,57,0.03272925689816475,2330,0.25038940809968846,1929,0.2451644241809845,7704,0.3377458396369138,2679,0.3409172594547272,7932,0.2890247007894067,2270,0.29116326570510864,7854,detect_bbox_fallback_after:none,aug_000052,1,1,1,1,4,train,aug_000052,ok
0.04594370860927152,111,0.045100413262844086,2416,0.27662915467155197,2114,0.2671809494495392,7642,0.2625218041365562,2107,0.25617969036102295,8026,0.16836537221003742,1305,0.17539510130882263,7751,detect_bbox_fallback_after:none,aug_000053,1,1,1,1,4,train,aug_000053,ok
0.03045473508552357,73,0.030663806945085526,2397,0.138671875,1065,0.14569085836410522,7680,0.2854994360195513,2278,0.289799302816391,7979,0.11841249186727391,910,0.11500322818756104,7685,detect_bbox_fallback_after:none,aug_000054,1,1,1,1,4,train,aug_000054,ok
0.08713692946058091,210,0.07694040983915329,2410,0.23250975292587775,1788,0.23326346278190613,7690,0.21964375313597592,1751,0.22226853668689728,7972,0.3129217059197963,2458,0.32383453845977783,7855,detect_bbox_fallback_after:none,aug_000058,1,1,1,1,4,train,aug_000058,ok
0.042411642411642414,102,0.04056928679347038,2405,0.19284544652978963,1531,0.1970963180065155,7939,0.19407519939232815,1533,0.19170355796813965,7899,0.2573653471771577,1983,0.26163968443870544,7705,detect_bbox_fallback_after:none,aug_000060,1,1,1,1,4,train,aug_000060,ok
0.024242424242424242,60,0.021024931222200394,2475,0.26332857698793616,2030,0.2575204074382782,7709,0.18368922047851813,1428,0.19068023562431335,7774,0.46705054382597566,3650,0.4675077795982361,7815,detect_bbox_fallback_after:none,aug_000061,1,1,1,1,4,train,aug_000061,ok
0.03691941246526399,93,0.043784450739622116,2519,0.24390563564875492,1861,0.23648884892463684,7630,0.14940188343089844,1174,0.16121919453144073,7858,0.358974358974359,2800,0.3562757670879364,7800,detect_bbox_fallback_after:none,aug_000063,1,1,1,1,4,train,aug_000063,ok
0.060593397409109906,145,0.05676029622554779,2393,0.4106361061035282,3189,0.4069333076477051,7766,0.16399491094147584,1289,0.1643579602241516,7860,0.1504885993485342,1155,0.14877736568450928,7675,detect_bbox_fallback_after:none,aug_000064,1,1,1,1,4,train,aug_000064,ok
0.05508302956662616,136,0.05363890156149864,2469,0.17342603321745848,1347,0.1693972498178482,7767,0.2690361750569188,2127,0.2703356146812439,7906,0.19722150090885485,1519,0.19589613378047943,7702,detect_bbox_fallback_after:none,aug_000065,1,1,1,1,4,train,aug_000065,ok
0.03793814432989691,92,0.03982650116086006,2425,0.15945449777078416,1216,0.16528749465942383,7626,0.2865253595760787,2271,0.28537464141845703,7926,0.3422326920560136,2615,0.3413555324077606,7641,detect_bbox_fallback_after:none,aug_000066,1,1,1,1,4,train,aug_000066,ok
0.03262642740619902,80,0.03474649786949158,2452,0.3132389242562037,2411,0.3166565001010895,7697,0.2941773436508943,2319,0.2960617244243622,7883,0.1543264942016057,1211,0.1490633636713028,7847,detect_bbox_fallback_after:none,aug_000067,1,1,1,1,4,train,aug_000067,ok
0.06046511627906977,143,0.06262709200382233,2365,0.15052103434967193,1170,0.15086843073368073,7773,0.23056537102473498,1827,0.23795419931411743,7924,0.1706124549665466,1326,0.17276452481746674,7772,detect_bbox_fallback_after:none,aug_000068,1,1,1,1,4,train,aug_000068,ok
0.041565778853914444,103,0.0429752916097641,2478,0.28915187376725837,2199,0.2845519483089447,7605,0.31423523472993437,2490,0.3135569393634796,7924,0.27611357124251107,2120,0.2832449972629547,7678,detect_bbox_fallback_after:none,aug_000069,1,1,1,1,4,train,aug_000069,ok
0.05127118644067796,121,0.05386624485254288,2360,0.2602952602952603,2010,0.2571348547935486,7722,0.2750405388549333,2205,0.27551841735839844,8017,0.36442208462332304,2825,0.3728197515010834,7752,detect_bbox_fallback_after:none,aug_000072,1,1,1,1,4,train,aug_000072,ok
0.03841438496117695,94,0.035980865359306335,2447,0.422225100375599,3260,0.4175766408443451,7721,0.24021084337349397,1914,0.23637941479682922,7968,0.35420463420984116,2721,0.3575558662414551,7682,detect_bbox_fallback_after:none,aug_000073,1,1,1,1,4,train,aug_000073,ok
0.042027194066749075,102,0.041101474314928055,2427,0.16001030662200463,1242,0.16578686237335205,7762,0.25705368289637953,2059,0.2528686821460724,8010,0.2622673434856176,2015,0.26041173934936523,7683,detect_bbox_fallback_after:none,aug_000074,1,1,1,1,4,train,aug_000074,ok
0.05119047619047619,129,0.050245508551597595,2520,0.3407973077918716,2633,0.3376779854297638,7726,0.20470969349613755,1643,0.21212530136108398,8026,0.34266359918200406,2681,0.3363339900970459,7824,detect_bbox_fallback_after:none,aug_000075,1,1,1,1,4,train,aug_000075,ok
0.0519318653926049,125,0.05110286921262741,2407,0.1835418038183015,1394,0.18944887816905975,7595,0.21604171840079464,1740,0.21830902993679047,8054,0.16239207719654647,1279,0.16115978360176086,7876,detect_bbox_fallback_after:none,aug_000076,1,1,1,1,4,train,aug_000076,ok
0.03776683087027915,92,0.03608119487762451,2436,0.18099606815203145,1381,0.187940776348114,7630,0.4543835093523349,3571,0.4532533586025238,7859,0.139295810845541,1084,0.14183926582336426,7782,detect_bbox_fallback_after:none,aug_000077,1,1,1,1,4,train,aug_000077,ok
0.04394250513347023,107,0.04199168458580971,2435,0.3163225555122711,2436,0.31764155626296997,7701,0.2695198063940899,2116,0.26962944865226746,7851,0.24172228765868342,1847,0.24364982545375824,7641,detect_bbox_fallback_after:none,aug_000078,1,1,1,1,4,train,aug_000078,ok
0.032632030914555604,76,0.03666267544031143,2329,0.2405868605556998,1853,0.2404038906097412,7702,0.2595306097106668,2090,0.2550492286682129,8053,0.27084680025856495,2095,0.2739192843437195,7735,detect_bbox_fallback_after:none,aug_000079,1,1,1,1,4,train,aug_000079,ok
0.04591406908171862,109,0.0459710955619812,2374,0.24539307967652127,1851,0.24580374360084534,7543,0.30982367758186397,2460,0.3118434548377991,7940,0.1855683434630803,1435,0.19294190406799316,7733,detect_bbox_fallback_after:none,aug_000080,1,1,1,1,4,train,aug_000080,ok
0.0325,78,0.03379460796713829,2400,0.18323216995447647,1449,0.18665029108524323,7908,0.24169952932196923,1900,0.24956969916820526,7861,0.1809278350515464,1404,0.1754068285226822,7760,detect_bbox_fallback_after:none,aug_000081,1,1,1,1,4,train,aug_000081,ok
0.04611066559743384,115,0.04126312583684921,2494,0.14346496476532375,1079,0.14591683447360992,7521,0.21261595547309833,1719,0.21423085033893585,8085,0.2442758253461129,1835,0.23704084753990173,7512,detect_bbox_fallback_after:none,aug_000082,1,1,1,1,4,train,aug_000082,ok
0.05575905575905576,137,0.055236171931028366,2457,0.3420031055900621,2643,0.3432706594467163,7728,0.2273986401410224,1806,0.23293840885162354,7942,0.31814661848218895,2465,0.3217827081680298,7748,detect_bbox_fallback_after:none,aug_000083,1,1,1,1,4,train,aug_000083,ok
0.05141490633718613,129,0.05714711546897888,2509,0.19579689335595876,1500,0.19018617272377014,7661,0.23569881513568608,1850,0.23350481688976288,7849,0.3877154334585979,2992,0.3872539699077606,7717,detect_bbox_fallback_after:none,aug_000084,1,1,1,1,4,train,aug_000084,ok
0.034653465346534656,84,0.03484392166137695,2424,0.16980159752641072,1318,0.16758055984973907,7762,0.2155893536121673,1701,0.2200973778963089,7890,0.24533678756476685,1894,0.2492818534374237,7720,detect_bbox_fallback_after:none,aug_000085,1,1,1,1,4,train,aug_000085,ok
0.037207357859531776,89,0.031640514731407166,2392,0.11161058309786796,869,0.10985677689313889,7786,0.35476278954539825,2864,0.3577410876750946,8073,0.2782619841066393,2171,0.27745795249938965,7802,detect_bbox_fallback_after:none,aug_000088,1,1,1,1,4,train,aug_000088,ok
0.05374203821656051,135,0.051509883254766464,2512,0.2133159268929504,1634,0.2140311747789383,7660,0.46314465408805033,3682,0.48180362582206726,7950,0.17397382132418351,1369,0.1777408868074417,7869,detect_bbox_fallback_after:none,aug_000089,1,1,1,1,4,train,aug_000089,ok
0.024842105263157895,59,0.02873469702899456,2375,0.2952968388589052,2298,0.29590487480163574,7782,0.16540701276173955,1335,0.1686820536851883,8071,0.28595317725752506,2223,0.2904544770717621,7774,detect_bbox_fallback_after:none,aug_000090,1,1,1,1,4,train,aug_000090,ok
0.03442689347914135,85,0.037598345428705215,2469,0.1863983162325704,1417,0.186438649892807,7602,0.2610233733417562,2066,0.2603131830692291,7915,0.22586051308495553,1752,0.2338772714138031,7757,detect_bbox_fallback_after:none,aug_000091,1,1,1,1,4,train,aug_000091,ok
0.040695209834675714,96,0.042126480489969254,2359,0.18073217726396917,1407,0.18255648016929626,7785,0.25341678375271426,1984,0.2486167997121811,7829,0.3377569607077804,2596,0.33472728729248047,7686,detect_bbox_fallback_after:none,aug_000092,1,1,1,1,4,train,aug_000092,ok
0.07364501448076127,178,0.07489600032567978,2417,0.42191635786130227,3188,0.421695351600647,7556,0.15404830434238517,1231,0.14993128180503845,7991,0.21181687752706405,1624,0.2122272551059723,7667,detect_bbox_fallback_after:none,aug_000093,1,1,1,1,4,train,aug_000093,ok
0.04151696606786427,104,0.03889838233590126,2505,0.21056079664570232,1607,0.20698808133602142,7632,0.2591897974493623,2073,0.2589949667453766,7998,0.2931664058424622,2248,0.2898872196674347,7668,detect_bbox_fallback_after:none,aug_000094,1,1,1,1,4,train,aug_000094,ok
0.03638593622240392,89,0.03409089148044586,2446,0.13282881002087682,1018,0.130760058760643,7664,0.16394667995515136,1316,0.1636590212583542,8027,0.32292607405496065,2503,0.32011017203330994,7751,detect_bbox_fallback_after:none,aug_000095,1,1,1,1,4,train,aug_000095,ok
0.05904059040590406,144,0.057105183601379395,2439,0.23325158125726086,1807,0.233529731631279,7747,0.2190848354972898,1738,0.21444854140281677,7933,0.25057944887973216,1946,0.23930050432682037,7766,detect_bbox_fallback_after:none,aug_000096,1,1,1,1,4,train,aug_000096,ok
0.02979591836734694,73,0.030022991821169853,2450,0.14304410417484623,1093,0.13790778815746307,7641,0.22701292246520874,1827,0.2285703420639038,8048,0.19253284766488876,1480,0.18829892575740814,7687,detect_bbox_fallback_after:none,aug_000097,1,1,1,1,4,train,aug_000097,ok
0.02269913330581923,55,0.02588670141994953,2423,0.351896793971133,2755,0.34658798575401306,7829,0.3043260188087774,2427,0.301070898771286,7975,0.32082844861273935,2463,0.31953591108322144,7677,detect_bbox_fallback_after:none,aug_000098,1,1,1,1,4,train,aug_000098,ok
0.04706853839801817,114,0.0463867112994194,2422,0.13919649755343808,1081,0.14422962069511414,7766,0.3438829121841381,2749,0.3482494354248047,7994,0.1853582554517134,1428,0.18241065740585327,7704,detect_bbox_fallback_after:none,aug_000099,1,1,1,1,4,train,aug_000099,ok
0.04726056043496445,113,0.044269055128097534,2391,0.11222076215505913,854,0.1142726019024849,7610,0.14647377938517178,1134,0.1524108499288559,7742,0.20896480863087594,1627,0.20681025087833405,7786,detect_bbox_fallback_after:none,aug_000100,1,1,1,1,4,train,aug_000100,ok
0.03046974185357596,72,0.029885107651352882,2363,0.25588196198325136,1925,0.25907689332962036,7523,0.21312329123812004,1637,0.21390296518802643,7681,0.17942376653888958,1451,0.17781826853752136,8087,detect_bbox_fallback_after:none,aug_000101,1,1,1,1,4,train,aug_000101,ok
0.04654088050314465,111,0.04780813679099083,2385,0.22788525683789193,1708,0.23001939058303833,7495,0.34330282325641354,2663,0.3502514958381653,7757,0.14287525354969574,1127,0.1504938155412674,7888,detect_bbox_fallback_after:none,aug_000102,1,1,1,1,4,train,aug_000102,ok
0.051423714407139824,121,0.05431387200951576,2353,0.15834653988378236,1199,0.16459128260612488,7572,0.17419522326064382,1342,0.1763002723455429,7704,0.23115950996163842,1868,0.23070967197418213,8081,detect_bbox_fallback_after:none,aug_000103,1,1,1,1,4,train,aug_000103,ok
0.08755324183625178,185,0.090387262403965,2113,0.1563404748118124,1080,0.15792928636074066,6908,0.3139083139083139,2424,0.3153272569179535,7722,0.3686765457332652,2886,0.36517223715782166,7828,detect_bbox_fallback_after:none,aug_000104,1,1,1,1,4,train,aug_000104,ok
0.057574520212331566,141,0.06366637349128723,2449,0.3829843979197226,2872,0.3827211856842041,7499,0.12240063174519611,930,0.12158601731061935,7598,0.41311266709102484,3245,0.40531352162361145,7855,detect_bbox_fallback_after:none,aug_000105,1,1,1,1,4,train,aug_000105,ok
0.09564393939393939,202,0.10196530073881149,2112,0.31504271029390474,2176,0.30965662002563477,6907,0.23791530944625408,1826,0.23626291751861572,7675,0.29332283877738424,2236,0.29264208674430847,7623,detect_bbox_fallback_after:none,aug_000106,1,1,1,1,4,train,aug_000106,ok
0.08179202630497329,199,0.07602676004171371,2433,0.18711046280334173,1411,0.1874517798423767,7541,0.4307473860849361,3337,0.42612141370773315,7747,0.21041324402881334,1665,0.2098832130432129,7913,detect_bbox_fallback_after:none,aug_000109,1,1,1,1,4,train,aug_000109,ok
0.05274173294265383,126,0.04603024944663048,2389,0.21875,1666,0.21936656534671783,7616,0.25541795665634676,1980,0.25741255283355713,7752,0.25333162480779087,1977,0.247208833694458,7804,detect_bbox_fallback_after:none,aug_000110,1,1,1,1,4,train,aug_000110,ok
0.07028112449799197,175,0.06768272072076797,2490,0.11743438671665773,877,0.11637912690639496,7468,0.15121570667013393,1163,0.1531992405653,7691,0.33104652613196955,2654,0.3364447355270386,8017,detect_bbox_fallback_after:none,aug_000111,1,1,1,1,4,train,aug_000111,ok
0.033927056827820185,80,0.04027824476361275,2358,0.12908303817394726,984,0.12848015129566193,7623,0.24149045899948426,1873,0.2418428212404251,7756,0.18407835258663988,1466,0.1806717962026596,7964,detect_bbox_fallback_after:none,aug_000112,1,1,1,1,4,train,aug_000112,ok
0.07290836653386454,183,0.07166479527950287,2510,0.13516339869281047,1034,0.13854175806045532,7650,0.19732441471571907,1534,0.2030314803123474,7774,0.3948692152917505,3140,0.39113739132881165,7952,detect_bbox_fallback_after:none,aug_000113,1,1,1,1,4,train,aug_000113,ok
0.1015952980688497,242,0.1025666669011116,2382,0.19290165266865347,1424,0.1942671835422516,7382,0.21039028172654434,1628,0.20856361091136932,7738,0.10030745580322828,783,0.10279367119073868,7806,detect_bbox_fallback_after:none,aug_000115,1,1,1,1,4,train,aug_000115,ok
0.04103852596314908,98,0.04527142643928528,2388,0.2507995735607676,1882,0.25310638546943665,7504,0.18378936499741869,1424,0.18574967980384827,7748,0.39722256974853,3175,0.3959905207157135,7993,detect_bbox_fallback_after:none,aug_000116,1,1,1,1,4,train,aug_000116,ok
0.041043180846515606,96,0.04659774526953697,2339,0.3072059017257278,2332,0.3037792444229126,7591,0.27286643704554153,2139,0.2753959000110626,7839,0.196490329191751,1534,0.1902960240840912,7807,detect_bbox_fallback_after:none,aug_000117,1,1,1,1,4,train,aug_000117,ok
0.07235701906412478,167,0.0733376145362854,2308,0.15537212088936228,1167,0.15233054757118225,7511,0.22951244813278007,1770,0.2287471890449524,7712,0.35929710867397807,2883,0.35218381881713867,8024,detect_bbox_fallback_after:none,aug_000118,1,1,1,1,4,train,aug_000118,ok
0.05981155264235969,146,0.06025966629385948,2441,0.32629171151776104,2425,0.32556337118148804,7432,0.17900753442452585,1378,0.1754741221666336,7698,0.28112997150291164,2269,0.2747395932674408,8071,detect_bbox_fallback_after:none,aug_000119,1,1,1,1,4,train,aug_000119,ok
0.04080774084981069,97,0.03963271901011467,2377,0.3950765136393879,2969,0.38992273807525635,7515,0.22870642318988635,1791,0.2316175401210785,7831,0.42251223491027734,3367,0.4227834939956665,7969,detect_bbox_fallback_after:none,aug_000120,1,1,1,1,4,train,aug_000120,ok
0.045174537987679675,110,0.04167797043919563,2435,0.23696618617809512,1759,0.24415579438209534,7423,0.4583173261621206,3579,0.4574390947818756,7809,0.1567306470064828,1233,0.16427183151245117,7867,detect_bbox_fallback_after:none,aug_000121,1,1,1,1,4,train,aug_000121,ok
0.048089308716187204,112,0.04891906678676605,2329,0.19424365882507558,1478,0.19158469140529633,7609,0.1797563504406428,1387,0.18483617901802063,7716,0.40274599542334094,3168,0.4029715657234192,7866,detect_bbox_fallback_after:none,aug_000122,1,1,1,1,4,train,aug_000122,ok
0.033360790774299834,81,0.034753069281578064,2428,0.34774993263271353,2581,0.34603646397590637,7422,0.1632836587872559,1271,0.16700398921966553,7784,0.21440429063976504,1679,0.21158337593078613,7831,detect_bbox_fallback_after:none,aug_000123,1,1,1,1,4,train,aug_000123,ok
