split,file,source_image,source_label,source_split,variant,image_width,image_height,noise_points,false_square_blobs,cls0_count,cls0_area_norm,cls1_count,cls1_area_norm,cls2_count,cls2_area_norm,cls3_count,cls3_area_norm,cls0_visible_px,cls1_visible_px,cls2_visible_px,cls3_visible_px
train,aug_000063_train_gen01,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\train\aug_000063.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\train\aug_000063.txt,train,1,512,512,680,0,1,0.00028073787689208984,1,0.023407310247421265,1,0.02344655990600586,1,0.02379012107849121,57,2839,2903,5157
train,aug_000063_train_gen02,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\train\aug_000063.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\train\aug_000063.txt,train,2,512,512,691,3,1,0.00028073787689208984,1,0.023407310247421265,1,0.02344655990600586,1,0.02379012107849121,63,4652,4235,2794
train,aug_000049_train_gen00,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\train\aug_000049.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\train\aug_000049.txt,train,0,512,512,629,1,1,0.0005090832710266113,1,0.02312237024307251,1,0.011766254901885986,1,0.022650301456451416,134,4660,1429,4351
train,aug_000049_train_gen01,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\train\aug_000049.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\train\aug_000049.txt,train,1,512,512,536,2,1,0.0005090832710266113,1,0.02312237024307251,1,0.011766254901885986,1,0.022650301456451416,97,4756,1778,4377
train,aug_000049_train_gen02,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\train\aug_000049.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\train\aug_000049.txt,train,2,512,512,667,3,1,0.0005090832710266113,1,0.02312237024307251,1,0.011766254901885986,1,0.022650301456451416,87,4383,789,4445
train,aug_000011_train_gen00,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\train\aug_000011.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\train\aug_000011.txt,train,0,512,512,427,3,1,0.00021207332611083984,1,0.029582738876342773,1,0.029635995626449585,1,0.02946212887763977,57,4209,3146,6808
train,aug_000011_train_gen01,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\train\aug_000011.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\train\aug_000011.txt,train,1,512,512,686,2,1,0.00021207332611083984,1,0.029582738876342773,1,0.029635995626449585,1,0.02946212887763977,44,5049,6937,4466
train,aug_000011_train_gen02,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\train\aug_000011.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\train\aug_000011.txt,train,2,512,512,699,0,1,0.00021207332611083984,1,0.029582738876342773,1,0.029635995626449585,1,0.02946212887763977,49,3947,5121,5130
train,aug_000100_train_gen00,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\train\aug_000100.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\train\aug_000100.txt,train,0,512,512,292,3,1,0.00023823976516723633,1,0.03326618671417236,1,0.033251047134399414,1,0.03288930654525757,51,7199,6864,7132
train,aug_000100_train_gen01,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\train\aug_000100.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\train\aug_000100.txt,train,1,512,512,103,3,1,0.00023823976516723633,1,0.03326618671417236,1,0.033251047134399414,1,0.03288930654525757,46,5965,5496,6725
train,aug_000100_train_gen02,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\train\aug_000100.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\train\aug_000100.txt,train,2,512,512,154,3,1,0.00023823976516723633,1,0.03326618671417236,1,0.033251047134399414,1,0.03288930654525757,39,6251,4224,7500
train,aug_000050_train_gen00,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\val\aug_000050.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\val\aug_000050.txt,val,0,512,512,514,3,1,0.00018528103828430176,1,0.02578502893447876,1,0.02579781413078308,1,0.025885045528411865,47,3261,3313,3449
train,aug_000050_train_gen01,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\val\aug_000050.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\val\aug_000050.txt,val,1,512,512,524,0,1,0.00018528103828430176,1,0.02578502893447876,1,0.02579781413078308,1,0.025885045528411865,44,4036,4382,4302
train,aug_000050_train_gen02,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\val\aug_000050.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\val\aug_000050.txt,val,2,512,512,680,2,1,0.00018528103828430176,1,0.02578502893447876,1,0.02579781413078308,1,0.025885045528411865,34,3726,5220,3984
train,aug_000183_train_gen00,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\train\aug_000183.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\train\aug_000183.txt,train,0,512,512,469,3,1,0.0002868771553039551,1,0.023643791675567627,1,0.02367541193962097,1,0.023947298526763916,64,4826,4429,2496
train,aug_000183_train_gen01,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\train\aug_000183.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\train\aug_000183.txt,train,1,512,512,241,2,1,0.0002868771553039551,1,0.023643791675567627,1,0.02367541193962097,1,0.023947298526763916,56,3361,3775,4782
train,aug_000183_train_gen02,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\train\aug_000183.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\train\aug_000183.txt,train,2,512,512,589,0,1,0.0002868771553039551,1,0.023643791675567627,1,0.02367541193962097,1,0.023947298526763916,78,3587,3368,2935
train,aug_000075_train_gen00,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\train\aug_000075.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\train\aug_000075.txt,train,0,512,512,570,2,1,0.00027000904083251953,1,0.022602558135986328,1,0.022622227668762207,1,0.02298372983932495,67,2767,3544,2860
train,aug_000075_train_gen01,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\train\aug_000075.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\train\aug_000075.txt,train,1,512,512,258,1,1,0.00027000904083251953,1,0.022602558135986328,1,0.022622227668762207,1,0.02298372983932495,54,4033,2824,4612
train,aug_000075_train_gen02,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\train\aug_000075.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\train\aug_000075.txt,train,2,512,512,531,3,1,0.00027000904083251953,1,0.022602558135986328,1,0.022622227668762207,1,0.02298372983932495,61,3348,3922,5300
train,aug_000027_train_gen00,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\train\aug_000027.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\train\aug_000027.txt,train,0,512,512,286,1,1,0.00027883052825927734,1,0.023104608058929443,1,0.023138314485549927,1,0.023527324199676514,49,4452,5452,4022
train,aug_000027_train_gen01,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\train\aug_000027.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\train\aug_000027.txt,train,1,512,512,571,1,1,0.00027883052825927734,1,0.023104608058929443,1,0.023138314485549927,1,0.023527324199676514,78,3984,5093,3092
train,aug_000027_train_gen02,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\train\aug_000027.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\train\aug_000027.txt,train,2,512,512,676,3,1,0.00027883052825927734,1,0.023104608058929443,1,0.023138314485549927,1,0.023527324199676514,65,4160,5197,5116
train,aug_000071_train_gen00,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\val\aug_000071.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\val\aug_000071.txt,val,0,512,512,411,3,1,0.00018846988677978516,1,0.02621406316757202,1,0.026231110095977783,1,0.026311814785003662,33,6147,5392,4078
train,aug_000071_train_gen01,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\val\aug_000071.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\val\aug_000071.txt,val,1,512,512,542,1,1,0.00018846988677978516,1,0.02621406316757202,1,0.026231110095977783,1,0.026311814785003662,44,5078,5536,4005
train,aug_000071_train_gen02,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\val\aug_000071.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\val\aug_000071.txt,val,2,512,512,551,2,1,0.00018846988677978516,1,0.02621406316757202,1,0.026231110095977783,1,0.026311814785003662,33,4929,3494,4362
train,aug_000131_train_gen00,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\train\aug_000131.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\train\aug_000131.txt,train,0,512,512,408,1,1,0.0002765059471130371,1,0.023601949214935303,1,0.023560047149658203,1,0.023903965950012207,51,3865,5403,4552
train,aug_000131_train_gen01,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\train\aug_000131.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\train\aug_000131.txt,train,1,512,512,401,0,1,0.0002765059471130371,1,0.023601949214935303,1,0.023560047149658203,1,0.023903965950012207,57,3473,3125,4293
train,aug_000131_train_gen02,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\train\aug_000131.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\train\aug_000131.txt,train,2,512,512,609,0,1,0.0002765059471130371,1,0.023601949214935303,1,0.023560047149658203,1,0.023903965950012207,54,3918,4792,4884
train,aug_000032_train_gen00,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\train\aug_000032.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\train\aug_000032.txt,train,0,512,512,494,2,1,0.0002688169479370117,1,0.022735953330993652,1,0.02269861102104187,1,0.02321183681488037,66,4038,4368,4242
train,aug_000032_train_gen01,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\train\aug_000032.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\train\aug_000032.txt,train,1,512,512,181,2,1,0.0002688169479370117,1,0.022735953330993652,1,0.02269861102104187,1,0.02321183681488037,61,4453,3943,4486
train,aug_000032_train_gen02,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\train\aug_000032.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\train\aug_000032.txt,train,2,512,512,696,3,1,0.0002688169479370117,1,0.022735953330993652,1,0.02269861102104187,1,0.02321183681488037,80,4088,2973,5241
train,aug_000178_train_gen00,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\train\aug_000178.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\train\aug_000178.txt,train,0,512,512,433,1,1,0.00021970272064208984,1,0.030687600374221802,1,0.030680716037750244,1,0.030416131019592285,59,4478,5356,5081
train,aug_000178_train_gen01,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\train\aug_000178.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\train\aug_000178.txt,train,1,512,512,227,2,1,0.00021970272064208984,1,0.030687600374221802,1,0.030680716037750244,1,0.030416131019592285,59,6723,5862,5756
train,aug_000178_train_gen02,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\train\aug_000178.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\train\aug_000178.txt,train,2,512,512,389,3,1,0.00021970272064208984,1,0.030687600374221802,1,0.030680716037750244,1,0.030416131019592285,34,5149,3930,5034
train,aug_000189_train_gen00,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\val\aug_000189.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\val\aug_000189.txt,val,0,512,512,584,3,1,0.000250399112701416,1,0.03507339954376221,1,0.03510403633117676,1,0.03471532464027405,63,6625,7789,6051
train,aug_000189_train_gen01,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\val\aug_000189.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\val\aug_000189.txt,val,1,512,512,113,1,1,0.000250399112701416,1,0.03507339954376221,1,0.03510403633117676,1,0.03471532464027405,51,8052,4738,4068
train,aug_000189_train_gen02,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\images\val\aug_000189.png,C:\Users\gkwld\Desktop\3D-Marker-Pose-Estimation\CAD_to_PointCloud_conversion\pointnet2\new_tema\yolov2\dataset\from_2dimage_existing_labels_no_flipx\labels\val\aug_000189.txt,val,2,512,512,393,2,1,0.000250399112701416,1,0.03507339954376221,1,0.03510403633117676,1,0.03471532464027405,41,5340,3872,6893
